TransactionID,CustomerID,ProductID,SaleDate,SaleAmount,Expenses,Coast,StoreID,CampaignID,
000454,001035,2064,2025-05-04,0.00,2934.00,East,403,1,
000455,001187,2073,2025-05-04,399.54,2731.00,West,403,2,
000456,001060,2038,2025-05-04,3335.44,5347.00,West,402,1,
000457,001105,2038,2025-05-04,1853.02,5209.00,East,403,0,
000459,001142,2063,2025-05-04,1325.90,4684.00,West,401,2,
000461,001178,2053,2025-05-04,1647.40,5149.00,West,404,1,
000462,001076,2048,2025-05-04,1072.89,2874.00,East,402,3,
000463,001061,2028,2025-05-04,1148.29,3327.00,East,403,1,
000464,001118,2007,2025-05-04,1750.17,2397.00,East,404,3,
000465,001142,2067,2025-05-04,1163.80,4462.00,West,402,3,
000466,001062,2032,2025-05-04,756.48,2233.00,East,402,2,
000467,001165,2010,2025-05-04,124.54,3171.00,East,404,2,
000468,001023,2068,2025-05-04,2460.72,2668.00,East,402,0,
000469,001068,2048,2025-05-04,715.26,3932.00,West,401,0,
000470,001048,2097,2025-05-04,0.00,2811.00,East,402,3,
000471,001053,2042,2025-05-04,167.61,5749.00,West,403,0,
000472,001054,2024,2025-05-04,372.81,684.00,East,401,3,
000473,001062,2089,2025-05-04,1240.56,3749.00,East,402,3,
000474,001061,2070,2025-05-04,27.34,5325.00,East,403,2,
000475,001097,2059,2025-05-04,0.00,5415.00,West,403,2,
000476,001066,2046,2025-05-04,200.58,2326.00,East,404,3,
000477,001025,2092,2025-05-04,771.54,2081.00,West,404,2,
000478,001052,2047,2025-05-04,334.98,1942.00,West,403,3,
000479,001011,2072,2025-05-04,756.54,3186.00,West,402,1,
000480,001004,2033,2025-05-04,0.00,1584.00,East,404,2,
000481,001039,2025,2025-05-04,503.32,2126.00,West,403,1,
000482,001097,2072,2025-05-04,420.30,1610.00,East,402,3,
000483,001140,2083,2025-05-04,1843.58,5559.00,East,403,2,
000484,001195,2062,2025-05-04,3096.80,2568.00,West,404,3,
000485,001043,2093,2025-05-04,1360.69,4725.00,West,403,1,
000486,001035,2092,2025-05-04,0.00,2614.00,West,404,1,
000487,001138,2082,2025-05-04,533.20,777.00,East,401,0,
000488,001019,2085,2025-05-04,484.30,5770.00,East,401,0,
000489,001105,2017,2025-05-04,1391.10,4153.00,West,402,0,
000491,001129,2058,2025-05-04,1333.50,3139.00,East,403,0,
000492,001158,2081,2025-05-04,2984.88,609.00,East,404,3,
000493,001004,2000,2025-05-04,2907.93,1072.00,East,404,0,
000494,001004,2067,2025-05-04,465.52,4489.00,West,403,2,
000495,001004,2064,2025-05-04,1323.18,1277.00,West,404,1,
000496,001027,2012,2025-05-04,1121.74,3503.00,West,402,1,
000498,001068,2050,2025-05-04,0.00,4261.00,East,401,2,
000499,001103,2058,2025-05-04,600.08,190.00,East,402,1,
000500,001076,2087,2025-05-04,159.32,1767.00,East,401,0,
000501,001023,2051,2025-05-04,351.96,431.00,East,404,3,
000502,001141,2060,2025-05-04,408.38,3710.00,West,401,0,
000503,001179,2021,2025-05-04,835.41,4220.00,East,401,3,
000504,001111,2082,2025-05-04,0.00,4825.00,West,403,0,
000505,001135,2005,2025-05-04,1157.71,2917.00,West,402,1,
000506,001177,2072,2025-05-04,1008.72,1094.00,West,404,2,
000507,001011,2009,2025-05-04,0.00,3539.00,East,403,0,
000508,001045,2040,2025-05-04,31.09,2664.00,East,401,1,
000509,001150,2018,2025-05-04,1084.52,905.00,East,404,0,
000510,001076,2020,2025-05-04,2254.98,148.00,East,402,3,
000511,001173,2069,2025-05-04,232.39,3607.00,West,403,3,
000513,001128,2095,2025-05-04,0.00,2538.00,West,403,0,
000514,001025,2055,2025-05-04,107.88,1376.00,West,402,0,
000515,001087,2077,2025-05-04,449.46,4381.00,East,404,2,
000516,001007,2081,2025-05-04,746.22,2201.00,West,403,3,
000517,001125,2029,2025-05-04,40.53,2469.00,East,403,3,
000518,001110,2023,2025-05-04,1879.08,2385.00,East,404,0,
000519,001197,2079,2025-05-04,855.49,5563.00,East,403,1,
000520,001182,2009,2025-05-04,53.05,3703.00,West,401,2,
000521,001039,2048,2025-05-04,357.63,265.00,West,402,3,
000522,001081,2046,2025-05-04,33.43,5896.00,West,401,0,
000523,001001,2039,2025-05-04,2343.46,1267.00,West,404,2,
000524,001194,2034,2025-05-04,245.11,4790.00,East,401,1,
000526,001142,2071,2025-05-04,615.16,408.00,West,404,0,
000527,001006,2011,2025-05-04,1229.22,3196.00,West,403,0,
000528,001152,2076,2025-05-04,2418.21,3334.00,West,403,3,
000529,001003,2037,2025-05-04,1440.56,512.00,West,404,3,
000530,001199,2010,2025-05-04,210.17,5403.00,West,402,1,
000531,001175,2048,2025-05-04,965.60,3324.00,East,402,1,
000532,001068,2038,2025-05-04,0.00,3071.00,East,403,3,
000533,001037,2008,2025-05-04,266.36,2317.00,West,402,3,
000534,001070,2053,2025-05-04,1830.45,4708.00,East,403,3,
000535,001005,2009,2025-05-04,53.05,3122.00,West,403,2,
000536,001063,2092,2025-05-04,867.98,3029.00,West,404,1,
000537,001117,2013,2025-05-04,2244.86,4127.00,East,402,2,
000538,001001,2050,2025-05-04,0.00,5880.00,East,403,3,
000539,001084,2056,2025-05-04,1574.16,3502.00,East,403,3,
000540,001166,2076,2025-05-04,0.00,5251.00,East,402,2,
000541,001082,2077,2025-05-04,0.00,508.00,East,402,3,
000542,001080,2022,2025-05-04,1073.89,5587.00,West,404,2,
000543,001074,2094,2025-05-04,444.02,3603.00,East,404,1,
000544,001083,2048,2025-05-04,0.00,5016.00,East,403,3,
000545,001093,2014,2025-05-04,221.67,3539.00,West,402,1,
000546,001174,2098,2025-05-04,2723.58,4673.00,West,401,3,
000547,001181,2026,2025-05-04,507.74,4010.00,West,404,2,
000548,001177,2008,2025-05-04,332.95,3237.00,West,404,3,
000549,001035,2081,2025-05-04,1343.20,1913.00,West,403,1,
000550,001064,2084,2025-05-04,845.55,4367.00,West,402,3,
000551,001096,2009,2025-05-04,198.93,357.00,East,404,3,
000552,001149,2051,2025-05-04,0.00,1561.00,West,404,0,
000553,001092,2089,2025-05-04,827.04,4336.00,West,401,0,
000554,001196,2031,2025-05-04,1526.31,5713.00,West,403,1,
000555,001165,2078,2025-05-04,142.01,4128.00,West,401,3,
000556,001192,2042,2025-05-04,1005.66,1993.00,West,404,0,
000557,001002,2012,2025-05-04,560.87,1262.00,West,403,1,
000558,001130,2095,2025-05-04,1963.16,5261.00,East,402,3,
000559,001095,2050,2025-05-04,168.10,2500.00,West,404,1,
000560,001088,2003,2025-05-04,385.18,1112.00,East,404,0,
000561,001075,2053,2025-05-04,1830.45,5933.00,East,401,0,
000562,001186,2018,2025-05-04,1301.42,5269.00,West,403,2,
000563,001087,2058,2025-05-04,2667.00,3664.00,West,402,3,
000564,001089,2060,2025-05-04,408.38,3068.00,East,401,3,
000565,001184,2089,2025-05-04,1984.90,1607.00,East,404,2,
000566,001017,2038,2025-05-04,0.00,3794.00,West,401,0,
000567,001005,2043,2025-05-04,786.10,4248.00,West,401,1,
000568,001189,2031,2025-05-04,2035.08,1665.00,East,402,1,
000569,001084,2071,2025-05-04,0.00,2217.00,West,404,3,
000570,001059,2051,2025-05-04,527.94,778.00,West,402,1,
000571,001163,2084,2025-05-04,845.55,5883.00,East,404,3,
000572,001007,2094,2025-05-04,493.35,1496.00,East,402,3,
000573,001151,2054,2025-05-04,0.00,229.00,West,404,0,
000574,001180,2027,2025-05-04,0.00,4113.00,East,402,2,
000575,001192,2090,2025-05-04,286.56,1062.00,West,401,0,
000576,001137,2023,2025-05-04,1503.26,2644.00,West,403,2,
000577,001050,2058,2025-05-04,1066.80,1658.00,West,401,2,
000578,001171,2062,2025-05-04,619.36,4794.00,East,403,3,
000579,001156,2050,2025-05-04,0.00,4280.00,West,401,2,
000580,001090,2058,2025-05-04,1066.80,4490.00,East,402,2,
000581,001157,2075,2025-05-04,702.58,3085.00,West,401,1,
000582,001080,2015,2025-05-04,1619.93,3531.00,West,402,2,
000583,001029,2023,2025-05-04,0.00,2693.00,West,403,1,
000584,001130,2049,2025-05-04,845.86,1057.00,East,404,1,
000585,001147,2049,2025-05-04,845.86,1484.00,East,404,1,
000586,001124,2081,2025-05-04,2686.39,1569.00,East,402,1,
000587,001125,2036,2025-05-04,588.55,1249.00,West,402,1,
000588,001080,2057,2025-05-04,699.17,2682.00,East,401,2,
000589,001002,2062,2025-05-04,1114.85,4653.00,West,402,1,
000590,001098,2071,2025-05-04,1845.48,4342.00,West,404,3,
000591,001175,2062,2025-05-04,1858.08,3759.00,West,404,3,
000592,001125,2021,2025-05-04,1670.82,1091.00,East,401,0,
000593,001194,2028,2025-05-04,637.94,2289.00,West,403,0,
000594,001070,2028,2025-05-04,0.00,1594.00,West,403,1,
000595,001199,2058,2025-05-04,2667.00,2332.00,East,404,0,
000596,001146,2014,2025-05-04,0.00,2852.00,West,403,2,
000597,001138,2096,2025-05-04,2688.72,2374.00,West,401,3,
000598,001139,2027,2025-05-04,258.61,1732.00,East,404,0,
000599,001188,2083,2025-05-04,1229.06,2815.00,East,402,2,
000600,001008,2057,2025-05-04,699.17,698.00,West,403,2,
000601,001022,2056,2025-05-04,2361.24,740.00,East,401,1,
000602,001053,2094,2025-05-04,493.35,3289.00,West,403,3,
000603,001042,2078,2025-05-04,127.81,5923.00,West,402,1,
000604,001052,2007,2025-05-04,2333.56,3890.00,West,403,2,
000605,001152,2068,2025-05-04,656.19,1359.00,East,402,2,
000606,001180,2037,2025-05-04,288.11,4293.00,East,403,2,
000607,001131,2086,2025-05-04,2414.07,2662.00,West,401,1,
000608,001192,2052,2025-05-04,0.00,1732.00,West,401,2,
000609,001167,2016,2025-05-04,290.72,3265.00,East,402,1,
000610,001037,2091,2025-05-04,0.00,855.00,East,403,1,
000611,001194,2086,2025-05-04,0.00,5598.00,West,404,3,
000612,001036,2073,2025-05-04,1997.72,3833.00,West,403,3,
000613,001096,2057,2025-05-04,1310.94,694.00,East,401,0,
000614,001103,2065,2025-05-04,376.27,2275.00,West,403,2,
000615,001116,2062,2025-05-04,1238.72,747.00,East,403,0,
000616,001198,2093,2025-05-04,0.00,5823.00,East,401,3,
000617,001162,2085,2025-05-04,0.00,1045.00,East,403,0,
000618,001136,2050,2025-05-04,933.90,2415.00,West,402,3,
000619,001054,2063,2025-05-04,441.97,4885.00,East,403,2,
000621,001087,2087,2025-05-04,637.28,739.00,West,401,0,
000622,001025,2080,2025-05-04,3329.04,3698.00,East,404,0,
000623,001031,2020,2025-05-04,1127.49,3489.00,West,404,3,
000624,001000,2054,2025-05-04,1620.92,5214.00,East,402,1,
000625,001166,2038,2025-05-04,2223.62,5226.00,East,402,2,
000626,001023,2083,2025-05-04,1229.06,1216.00,West,403,2,
000627,001021,2047,2025-05-04,1674.90,56.00,East,402,0,
000629,001109,2083,2025-05-04,768.16,302.00,East,401,0,
000630,001000,2027,2025-05-04,517.22,3792.00,East,404,0,
000631,001033,2075,2025-05-04,780.64,3672.00,West,402,3,
000632,001002,2001,2025-05-04,824.70,4298.00,West,403,0,
000634,001018,2029,2025-05-04,27.02,4971.00,West,404,0,
000635,001187,2013,2025-05-04,2993.15,5129.00,West,401,2,
000636,001094,2038,2025-05-04,926.51,545.00,East,402,3,
000637,001198,2096,2025-05-04,1814.89,2634.00,East,402,1,
000638,001017,2067,2025-05-04,523.71,2601.00,West,401,1,
000639,001112,2044,2025-05-04,560.47,3874.00,West,402,1,
000640,001105,2078,2025-05-04,383.43,3118.00,West,404,1,
000641,001022,2012,2025-05-04,623.19,3545.00,West,402,0,
000642,001150,2093,2025-05-04,1814.26,4180.00,West,404,2,
000643,001109,2040,2025-05-04,31.09,5398.00,West,402,1,
000644,001070,2082,2025-05-04,719.82,2251.00,West,401,1,
000645,001141,2076,2025-05-04,3224.28,2125.00,West,403,0,
000646,001168,2038,2025-05-04,1667.72,5641.00,West,402,1,
000647,001191,2050,2025-05-04,560.34,1535.00,East,403,0,
000648,001005,2030,2025-05-04,679.88,4693.00,West,404,3,
000649,001028,2030,2025-05-04,509.91,2687.00,East,404,0,
000650,001135,2001,2025-05-04,989.64,5933.00,West,403,2,
000651,001033,2049,2025-05-04,751.87,5698.00,West,404,2,
000652,001139,2087,2025-05-04,0.00,4098.00,East,402,3,
000653,001197,2009,2025-05-04,265.24,4773.00,East,401,0,
000654,001003,2033,2025-05-04,836.25,1602.00,East,402,0,
000655,001015,2050,2025-05-04,560.34,1978.00,West,403,3,
000656,001108,2089,2025-05-04,413.52,5915.00,West,404,0,
000657,001163,2068,2025-05-04,3280.96,3717.00,East,402,2,
000658,001021,2039,2025-05-04,878.80,3651.00,East,401,1,
000659,001039,2068,2025-05-04,2460.72,1065.00,West,403,3,
000660,001150,2081,2025-05-04,1193.95,553.00,East,401,2,
000661,001178,2055,2025-05-04,53.94,1009.00,East,402,0,
000662,001062,2011,2025-05-04,0.00,2427.00,East,404,0,
000663,001116,2078,2025-05-04,0.00,859.00,West,401,2,
000664,001170,2094,2025-05-04,986.70,2828.00,East,402,0,
000665,001003,2090,2025-05-04,143.28,1830.00,West,402,0,
000666,001041,2063,2025-05-04,1325.90,170.00,East,403,2,
000667,001042,2047,2025-05-04,803.95,4903.00,West,402,2,
000668,001187,2015,2025-05-04,0.00,858.00,West,401,2,
000669,001109,2034,2025-05-04,326.81,1320.00,East,401,2,
000670,001182,2073,2025-05-04,499.43,4051.00,East,401,3,
000671,001116,2065,2025-05-04,470.34,4082.00,West,403,0,
000672,001127,2072,2025-05-04,1008.72,2100.00,East,402,2,
000673,001040,2032,2025-05-04,0.00,4339.00,West,401,0,
000674,001058,2094,2025-05-04,493.35,88.00,East,401,0,
000675,001003,2031,2025-05-04,1695.90,257.00,East,401,3,
000676,001093,2049,2025-05-04,1691.71,1008.00,West,402,1,
000677,001009,2070,2025-05-04,30.76,3057.00,East,404,1,
000678,001082,2031,2025-05-04,452.24,5279.00,West,404,2,
000679,001069,2009,2025-05-04,0.00,2857.00,West,403,0,
000680,001128,2086,2025-05-04,804.69,4980.00,East,401,1,
000681,001057,2066,2025-05-04,1548.18,5396.00,West,401,3,
000682,001017,2059,2025-05-04,409.64,2948.00,West,403,2,
000683,001083,2011,2025-05-04,1638.96,3052.00,East,404,0,
000684,001094,2025,2025-05-04,223.70,60.00,West,403,2,
000686,001094,2075,2025-05-04,702.58,4372.00,East,404,1,
000687,001187,2069,2025-05-04,627.45,5788.00,West,402,1,
000688,001001,2052,2025-05-04,0.00,965.00,West,401,1,
000689,001138,2044,2025-05-04,166.06,5200.00,East,401,2,
000690,001000,2097,2025-05-04,1347.36,1077.00,West,404,2,
000691,001026,2026,2025-05-04,211.56,5465.00,East,402,3,
000692,001125,2007,2025-05-04,933.42,2652.00,East,402,2,
000693,001023,2005,2025-05-04,1286.34,3996.00,East,402,3,
000694,001179,2047,2025-05-04,669.96,3218.00,East,404,0,
000695,001148,2012,2025-05-04,3115.95,3301.00,East,402,3,
000696,001019,2075,2025-05-04,2341.92,125.00,West,401,3,
000697,001169,2016,2025-05-04,775.25,3375.00,East,402,2,
000698,001066,2040,2025-05-04,55.26,3663.00,West,404,2,
000699,001081,2057,2025-05-04,393.28,3904.00,East,403,1,
000700,001019,2025,2025-05-04,559.24,2730.00,East,402,0,
000702,001119,2040,2025-05-04,69.08,289.00,West,404,0,
000703,001137,2045,2025-05-04,0.00,2186.00,East,402,3,
000704,001078,2059,2025-05-04,1536.15,1823.00,East,403,0,
000705,001023,2020,2025-05-04,0.00,1974.00,East,403,0,
000707,001182,2031,2025-05-04,1695.90,480.00,West,403,3,
000708,001131,2006,2025-05-04,475.20,2442.00,West,403,2,
000709,001044,2003,2025-05-04,1155.54,2409.00,West,404,3,
000710,001142,2095,2025-05-04,2453.95,4865.00,East,402,0,
000711,001118,2013,2025-05-04,1870.72,3126.00,West,402,0,
000712,001003,2007,2025-05-04,1050.10,1056.00,East,402,1,
000713,001050,2051,2025-05-04,117.32,3036.00,West,403,0,
000714,001149,2075,2025-05-04,780.64,1719.00,East,403,0,
000715,001005,2008,2025-05-04,466.13,4823.00,West,402,3,
000716,001032,2011,2025-05-04,409.74,5319.00,West,403,0,
000717,001010,2059,2025-05-04,921.69,3136.00,West,401,1,
000718,001146,2055,2025-05-04,0.00,1626.00,West,404,3,
000719,001007,2048,2025-05-04,1287.47,5180.00,West,404,1,
000720,001090,2027,2025-05-04,413.78,2457.00,East,402,2,
000721,001071,2057,2025-05-04,1310.94,2148.00,West,402,0,
000722,001157,2079,2025-05-04,2281.30,5298.00,East,402,2,
000723,001127,2052,2025-05-04,2193.78,4469.00,East,404,0,
000724,001022,2035,2025-05-04,1619.98,1709.00,West,404,1,
000725,001107,2025,2025-05-04,279.62,3336.00,East,402,0,
000726,001097,2091,2025-05-04,2717.37,5532.00,West,403,3,
000727,001139,2062,2025-05-04,1486.46,885.00,East,403,2,
000728,001099,2034,2025-05-04,408.51,2223.00,West,402,0,
000729,001081,2076,2025-05-04,2418.21,1722.00,East,402,0,
000730,001199,2035,2025-05-04,2699.97,3422.00,East,401,3,
000731,001135,2045,2025-05-04,842.78,4317.00,West,402,1,
000732,001025,2031,2025-05-04,904.48,1730.00,West,402,2,
000733,001136,2094,2025-05-04,0.00,5561.00,West,401,1,
000734,001147,2049,2025-05-04,3383.42,5562.00,West,403,1,
000735,001045,2030,2025-05-04,407.93,2516.00,East,403,2,
000736,001151,2003,2025-05-04,693.32,3534.00,West,403,1,
000737,001144,2024,2025-05-04,298.25,4248.00,West,404,2,
000738,001044,2062,2025-05-04,1238.72,3581.00,West,401,0,
000739,001014,2029,2025-05-04,13.51,1319.00,West,402,0,
000740,001134,2061,2025-05-04,639.74,3864.00,East,401,2,
000741,001157,2025,2025-05-04,671.09,4610.00,East,402,2,
000742,001183,2022,2025-05-04,2684.72,931.00,East,403,0,
000743,001005,2018,2025-05-04,542.26,4114.00,East,402,0,
000744,001134,2046,2025-05-04,53.49,2977.00,West,401,2,
000745,001180,2084,2025-05-04,281.85,1196.00,East,404,0,
000746,001086,2038,2025-05-04,1667.72,3226.00,East,403,1,
000747,001040,2093,2025-05-04,755.94,2023.00,West,404,3,
000748,001166,2040,2025-05-04,27.63,161.00,East,402,2,
000749,001057,2085,2025-05-04,1452.90,3089.00,West,402,3,
000750,001078,2093,2025-05-04,0.00,3340.00,East,403,1,
000751,001045,2093,2025-05-04,2267.82,553.00,West,401,3,
000752,001197,2072,2025-05-04,1513.08,3665.00,East,401,1,
000753,001154,2040,2025-05-04,69.08,1602.00,West,402,0,
000754,001127,2018,2025-05-04,0.00,4025.00,East,403,0,
000755,001060,2044,2025-05-04,934.11,5948.00,West,403,1,
000756,001162,2011,2025-05-04,1229.22,5743.00,West,403,3,
000757,001002,2033,2025-05-04,3010.50,3435.00,West,402,1,
000758,001177,2008,2025-05-04,159.82,5957.00,East,403,2,
000759,001027,2092,2025-05-04,482.21,5521.00,West,401,0,
000760,001098,2056,2025-05-04,944.50,2214.00,West,404,1,
000761,001105,2063,2025-05-04,2209.84,949.00,West,404,2,
000762,001139,2048,2025-05-04,357.63,3359.00,East,401,3,
000763,001147,2083,2025-05-04,691.34,5006.00,West,402,1,
000764,001115,2009,2025-05-04,53.05,123.00,East,401,2,
000765,001005,2040,2025-05-04,103.62,4131.00,West,403,0,
000766,001018,2043,2025-05-04,2620.35,2273.00,West,402,3,
000767,001041,2093,2025-05-04,755.94,2382.00,West,401,0,
000768,001086,2076,2025-05-04,0.00,3840.00,West,404,0,
000769,001110,2083,2025-05-04,768.16,144.00,West,402,3,
000770,001040,2006,2025-05-04,0.00,1419.00,West,401,2,
000771,001052,2024,2025-05-04,298.25,3690.00,East,404,2,
000772,001169,2036,2025-05-04,392.36,5393.00,East,403,1,
000773,001024,2006,2025-05-04,0.00,800.00,West,404,3,
000774,001039,2006,2025-05-04,198.00,5597.00,East,403,0,
000775,001109,2011,2025-05-04,1638.96,1223.00,East,403,3,
000776,001051,2012,2025-05-04,1121.74,3689.00,West,401,1,
000777,001043,2081,2025-05-04,746.22,4504.00,West,403,0,
000778,001121,2014,2025-05-04,985.20,4714.00,West,403,3,
000779,001120,2062,2025-05-04,2477.44,885.00,West,403,0,
000781,001094,2048,2025-05-04,321.87,4431.00,West,403,1,
000782,001114,2005,2025-05-04,428.78,4906.00,East,403,3,
000783,001119,2033,2025-05-04,1338.00,3796.00,East,402,2,
000784,001144,2007,2025-05-04,1166.78,2102.00,East,402,0,
000785,001021,2085,2025-05-04,0.00,2224.00,West,403,3,
000787,001099,2066,2025-05-04,0.00,1319.00,East,404,3,
000788,001146,2030,2025-05-04,543.90,3324.00,East,404,2,
000789,001020,2050,2025-05-04,168.10,2999.00,West,401,1,
000790,001030,2096,2025-05-04,3024.81,5943.00,East,404,1,
000791,001042,2027,2025-05-04,232.75,559.00,West,402,1,
000792,001010,2054,2025-05-04,900.51,4326.00,East,401,3,
000793,001051,2080,2025-05-04,0.00,5570.00,West,402,2,
000794,001081,2093,2025-05-04,755.94,5771.00,West,401,0,
000795,001099,2071,2025-05-04,984.26,5223.00,East,404,2,
000796,001070,2066,2025-05-04,0.00,4985.00,West,404,0,
000797,001179,2079,2025-05-04,2851.62,2678.00,East,404,0,
000799,001027,2072,2025-05-04,672.48,4712.00,West,401,2,
000800,001137,2044,2025-05-04,830.32,2673.00,West,404,2,
000801,001098,2083,2025-05-04,2304.48,1406.00,West,404,3,
000802,001009,2022,2025-05-04,2684.72,1487.00,West,403,3,
000803,001036,2079,2025-05-04,950.54,1772.00,West,404,0,
000804,001101,2042,2025-05-04,335.22,5467.00,East,402,0,
000805,001190,2060,2025-05-04,0.00,168.00,West,403,2,
000806,001005,2043,2025-05-04,2096.28,414.00,East,403,2,
000807,001071,2062,2025-05-04,557.42,742.00,East,401,1,
000808,001034,2038,2025-05-04,2223.62,2592.00,West,404,2,
000809,001068,2093,2025-05-04,2267.82,1119.00,East,404,0,
000810,001048,2056,2025-05-04,524.72,3713.00,West,402,3,
000811,001189,2062,2025-05-04,1858.08,5925.00,West,403,0,
000812,001131,2020,2025-05-04,0.00,322.00,West,401,2,
000813,001181,2064,2025-05-04,264.64,3936.00,West,404,1,
000814,001199,2067,2025-05-04,0.00,1341.00,East,401,1,
000815,001049,2025,2025-05-04,503.32,2717.00,East,401,1,
000816,001008,2058,2025-05-04,533.40,2000.00,East,401,2,
000817,001180,2025,2025-05-04,894.78,2953.00,West,403,2,
000818,001118,2064,2025-05-04,882.12,5045.00,East,404,0,
000819,001174,2003,2025-05-04,308.14,2121.00,East,402,2,
000820,001125,2076,2025-05-04,725.46,2184.00,East,404,1,
000821,001121,2075,2025-05-04,2498.05,2579.00,East,403,2,
000822,001041,2033,2025-05-04,669.00,3549.00,West,401,2,
000823,001007,2049,2025-05-04,845.86,2238.00,West,401,1,
000824,001146,2099,2025-05-04,581.69,4033.00,East,402,1,
000825,001165,2028,2025-05-04,1531.06,2268.00,East,402,2,
000826,001166,2052,2025-05-04,731.26,3736.00,West,401,0,
000827,001121,2016,2025-05-04,646.04,2160.00,East,402,0,
000829,001108,2048,2025-05-04,357.63,2806.00,West,403,3,
000830,001064,2027,2025-05-04,413.78,859.00,West,404,2,
000831,001173,2066,2025-05-04,2580.30,4363.00,East,404,0,
000832,001001,2065,2025-05-04,376.27,2453.00,West,403,2,
000833,001076,2087,2025-05-04,796.60,1139.00,East,401,3,
000834,001016,2043,2025-05-04,2795.04,3207.00,West,403,2,
000835,001070,2033,2025-05-04,752.62,206.00,West,403,1,
000836,001038,2066,2025-05-04,1032.12,5138.00,East,402,0,
000837,001153,2051,2025-05-04,316.76,5804.00,West,403,1,
000838,001184,2003,2025-05-04,1848.86,5854.00,East,404,2,
000839,001066,2053,2025-05-04,0.00,1462.00,East,404,3,
000840,001188,2004,2025-05-04,2967.20,2403.00,West,402,2,
000842,001171,2045,2025-05-04,280.93,5011.00,East,403,1,
000843,001168,2071,2025-05-04,1968.51,2778.00,East,402,2,
000844,001024,2060,2025-05-04,326.70,3870.00,East,402,2,
000845,001185,2071,2025-05-04,984.26,1345.00,East,402,2,
000846,001167,2011,2025-05-04,327.79,3524.00,West,402,2,
000847,001057,2095,2025-05-04,2453.95,4627.00,East,403,3,
000848,001084,2047,2025-05-04,803.95,606.00,East,403,2,
000850,001162,2074,2025-05-04,659.50,3224.00,East,401,3,
000851,001049,2064,2025-05-04,882.12,5762.00,West,401,3,
000852,001135,2038,2025-05-04,926.51,2946.00,East,404,0,
000853,001038,2017,2025-05-04,741.92,2387.00,West,402,2,
000854,001104,2072,2025-05-04,1134.81,5099.00,East,404,1,
000855,001080,2091,2025-05-04,2717.37,4281.00,East,402,0,
000856,001124,2042,2025-05-04,0.00,4976.00,East,402,2,
000857,001162,2007,2025-05-04,583.39,3568.00,West,401,3,
000858,001070,2026,2025-05-04,190.40,2710.00,West,402,1,
000859,001125,2097,2025-05-04,3031.56,4256.00,West,401,1,
000860,001157,2055,2025-05-04,53.94,5793.00,West,404,3,
000861,001109,2061,2025-05-04,799.68,3792.00,West,404,0,
000862,001009,2068,2025-05-04,0.00,5599.00,West,402,2,
000863,001003,2041,2025-05-04,2412.63,2946.00,East,402,0,
000864,001173,2000,2025-05-04,872.38,3392.00,West,402,1,
000865,001177,2044,2025-05-04,373.64,1844.00,East,403,1,
000866,001026,2049,2025-05-04,3383.42,3632.00,East,403,1,
000867,001016,2005,2025-05-04,686.05,2679.00,West,403,2,
000868,001116,2093,2025-05-04,755.94,859.00,East,403,3,
000869,001175,2017,2025-05-04,463.70,3250.00,East,403,3,
000870,001091,2096,2025-05-04,1209.92,4424.00,East,402,1,
000871,001103,2002,2025-05-04,779.40,1164.00,West,402,1,
000872,001186,2016,2025-05-04,646.04,5979.00,East,402,0,
000873,001150,2064,2025-05-04,294.04,3901.00,East,402,0,
000874,001093,2091,2025-05-04,2717.37,4330.00,West,401,3,
000875,001163,2032,2025-05-04,0.00,2448.00,West,401,0,
000876,001169,2013,2025-05-04,935.36,4909.00,West,401,0,
000877,001176,2014,2025-05-04,1231.50,3542.00,West,404,3,
000878,001097,2015,2025-05-04,2699.88,3296.00,West,403,3,
000879,001179,2019,2025-05-04,1867.86,1274.00,West,402,0,
000880,001077,2053,2025-05-04,976.24,2588.00,East,401,2,
000881,001159,2077,2025-05-04,561.83,221.00,East,402,3,
000882,001026,2065,2025-05-04,1881.36,2762.00,West,401,2,
000883,001029,2013,2025-05-04,0.00,1943.00,West,404,1,
000884,001155,2025,2025-05-04,503.32,3082.00,East,403,1,
000885,001091,2090,2025-05-04,171.94,4630.00,East,404,2,
000886,001041,2005,2025-05-04,385.90,5800.00,East,404,1,
000887,001176,2061,2025-05-04,359.86,5290.00,West,403,1,
000888,001000,2001,2025-05-04,1649.40,4234.00,East,401,0,
000889,001146,2085,2025-05-04,653.81,707.00,West,404,1,
000890,001023,2099,2025-05-04,1292.64,5988.00,West,401,0,
000891,001065,2082,2025-05-04,266.60,3375.00,West,402,3,
000892,001075,2033,2025-05-04,2508.75,629.00,West,404,0,
000893,001025,2022,2025-05-04,1073.89,3286.00,West,401,2,
000894,001092,2086,2025-05-04,894.10,5144.00,West,403,3,
000895,001189,2014,2025-05-04,0.00,4901.00,West,401,0,
000896,001002,2017,2025-05-04,0.00,5966.00,East,402,2,
000897,001091,2056,2025-05-04,1049.44,1278.00,East,403,0,
000898,001095,2043,2025-05-04,0.00,4681.00,West,402,0,
000899,001102,2051,2025-05-04,93.86,2559.00,East,404,2,
000900,001098,2088,2025-05-04,0.00,2326.00,East,404,3,
000901,001166,2021,2025-05-04,0.00,3386.00,West,401,1,
000902,001178,2092,2025-05-04,867.98,4250.00,East,401,1,
000903,001026,2053,2025-05-04,1830.45,1130.00,East,404,3,
